table,column,domain_id,domain_name
actor,actor_id,0,Customer and Staff Management
actor,first_name,0,Customer and Staff Management
actor,last_name,0,Customer and Staff Management
actor,last_update,0,Customer and Staff Management
staff,active,0,Customer and Staff Management
staff,address_id,0,Customer and Staff Management
staff,email,0,Customer and Staff Management
staff,first_name,0,Customer and Staff Management
staff,last_name,0,Customer and Staff Management
staff,last_update,0,Customer and Staff Management
staff,password,0,Customer and Staff Management
staff,picture,0,Customer and Staff Management
staff,staff_id,0,Customer and Staff Management
staff,store_id,0,Customer and Staff Management
staff,username,0,Customer and Staff Management
customer,active,1,Customer Information Management
customer,address_id,1,Customer Information Management
customer,create_date,1,Customer Information Management
customer,customer_id,1,Customer Information Management
customer,email,1,Customer Information Management
customer,first_name,1,Customer Information Management
customer,last_name,1,Customer Information Management
customer,last_update,1,Customer Information Management
customer,store_id,1,Customer Information Management
rental,customer_id,2,Film Rental Processing
rental,inventory_id,2,Film Rental Processing
rental,last_update,2,Film Rental Processing
rental,rental_date,2,Film Rental Processing
rental,rental_id,2,Film Rental Processing
rental,return_date,2,Film Rental Processing
rental,staff_id,2,Film Rental Processing
store,address_id,3,Store Management
store,last_update,3,Store Management
store,manager_staff_id,3,Store Management
store,store_id,3,Store Management
payment,amount,4,Payment and Rental Management
payment,customer_id,4,Payment and Rental Management
payment,last_update,4,Payment and Rental Management
payment,payment_date,4,Payment and Rental Management
payment,payment_id,4,Payment and Rental Management
payment,rental_id,4,Payment and Rental Management
payment,staff_id,4,Payment and Rental Management
inventory,film_id,5,Film Inventory Management
inventory,inventory_id,5,Film Inventory Management
inventory,last_update,5,Film Inventory Management
inventory,store_id,5,Film Inventory Management
address,address,6,Location and Category Management
address,address2,6,Location and Category Management
address,address_id,6,Location and Category Management
address,city_id,6,Location and Category Management
address,district,6,Location and Category Management
address,last_update,6,Location and Category Management
address,phone,6,Location and Category Management
address,postal_code,6,Location and Category Management
category,category_id,6,Location and Category Management
category,last_update,6,Location and Category Management
category,name,6,Location and Category Management
city,city,6,Location and Category Management
city,city_id,6,Location and Category Management
city,country_id,6,Location and Category Management
city,last_update,6,Location and Category Management
film,description,7,Media Catalog Management
film,film_id,7,Media Catalog Management
film,language_id,7,Media Catalog Management
film,last_update,7,Media Catalog Management
film,length,7,Media Catalog Management
film,original_language_id,7,Media Catalog Management
film,rating,7,Media Catalog Management
film,release_year,7,Media Catalog Management
film,rental_duration,7,Media Catalog Management
film,rental_rate,7,Media Catalog Management
film,replacement_cost,7,Media Catalog Management
film,special_features,7,Media Catalog Management
film,title,7,Media Catalog Management
language,language_id,7,Media Catalog Management
language,last_update,7,Media Catalog Management
language,name,7,Media Catalog Management
film_category,category_id,8,Film Category Management
film_category,film_id,8,Film Category Management
film_category,last_update,8,Film Category Management
