table,column,domain_id,domain_name
film,description,0,Film and Rental Management
film,film_id,0,Film and Rental Management
film,language_id,0,Film and Rental Management
film,last_update,0,Film and Rental Management
film,length,0,Film and Rental Management
film,original_language_id,0,Film and Rental Management
film,rating,0,Film and Rental Management
film,release_year,0,Film and Rental Management
film,rental_duration,0,Film and Rental Management
film,rental_rate,0,Film and Rental Management
film,replacement_cost,0,Film and Rental Management
film,special_features,0,Film and Rental Management
film,title,0,Film and Rental Management
inventory,film_id,0,Film and Rental Management
inventory,inventory_id,0,Film and Rental Management
inventory,last_update,0,Film and Rental Management
inventory,store_id,0,Film and Rental Management
payment,amount,0,Film and Rental Management
payment,customer_id,0,Film and Rental Management
payment,last_update,0,Film and Rental Management
payment,payment_date,0,Film and Rental Management
payment,payment_id,0,Film and Rental Management
payment,rental_id,0,Film and Rental Management
payment,staff_id,0,Film and Rental Management
rental,customer_id,0,Film and Rental Management
rental,inventory_id,0,Film and Rental Management
rental,last_update,0,Film and Rental Management
rental,rental_date,0,Film and Rental Management
rental,rental_id,0,Film and Rental Management
rental,return_date,0,Film and Rental Management
rental,staff_id,0,Film and Rental Management
address,address,1,Location and Store Management
address,address2,1,Location and Store Management
address,address_id,1,Location and Store Management
address,city_id,1,Location and Store Management
address,district,1,Location and Store Management
address,last_update,1,Location and Store Management
address,phone,1,Location and Store Management
address,postal_code,1,Location and Store Management
city,city,1,Location and Store Management
city,city_id,1,Location and Store Management
city,country_id,1,Location and Store Management
city,last_update,1,Location and Store Management
film_category,category_id,1,Location and Store Management
film_category,film_id,1,Location and Store Management
film_category,last_update,1,Location and Store Management
store,address_id,1,Location and Store Management
store,last_update,1,Location and Store Management
store,manager_staff_id,1,Location and Store Management
store,store_id,1,Location and Store Management
actor,actor_id,2,Customer and Content Management
actor,first_name,2,Customer and Content Management
actor,last_name,2,Customer and Content Management
actor,last_update,2,Customer and Content Management
category,category_id,2,Customer and Content Management
category,last_update,2,Customer and Content Management
category,name,2,Customer and Content Management
customer,active,2,Customer and Content Management
customer,address_id,2,Customer and Content Management
customer,create_date,2,Customer and Content Management
customer,customer_id,2,Customer and Content Management
customer,email,2,Customer and Content Management
customer,first_name,2,Customer and Content Management
customer,last_name,2,Customer and Content Management
customer,last_update,2,Customer and Content Management
customer,store_id,2,Customer and Content Management
language,language_id,2,Customer and Content Management
language,last_update,2,Customer and Content Management
language,name,2,Customer and Content Management
staff,active,2,Customer and Content Management
staff,address_id,2,Customer and Content Management
staff,email,2,Customer and Content Management
staff,first_name,2,Customer and Content Management
staff,last_name,2,Customer and Content Management
staff,last_update,2,Customer and Content Management
staff,password,2,Customer and Content Management
staff,picture,2,Customer and Content Management
staff,staff_id,2,Customer and Content Management
staff,store_id,2,Customer and Content Management
staff,username,2,Customer and Content Management
